Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images,CITY,X,Y
11/7/2015 18:15,29 Palms,CA,USA,Egg,20 minutes,"Blue, cloud-shaped light hovering in the sky. ((NUFORC Note: U. S. Navy missile launch. PD))",11/19/2015,,29 Palms,-82.76976,43.61361
8/7/2012 0:00,29 Palms,CA,USA,Changing,All night,Small UFOs in southern California,9/24/2012,,29 Palms,-82.76976,43.61361
6/30/1978 2:30,29 Palms,CA,USA,Egg,15 minutes,while in the marine corp. I seen two ufo's that looked oval and like chrome and moved together very quik.,8/5/2009,,29 Palms,-82.76976,43.61361
8/8/1977 23:00,29 Palms,CA,USA,Unknown,15 minutes,"I was in the Marines and stationed at Marine Corps Base 29 Palms, CA in the Summer of 1977. I and some friends were at a Drive-In movie",9/2/2005,,29 Palms,-82.76976,43.61361
7/4/1987 12:00,Abiline (Dyess AFB),CA,USA,Oval,10,"An oval, silver obj. was observed by many including my self while I was standing on the third floor stairs at Dyes AFB. This object ha",3/24/2016,,Abiline,-99.74142,32.44917
9/25/1998 20:00,Acampo,CA,USA,Teardrop,2-3 sec,"An orange colored, teardrop shaped object trailed by white sparks appeared in the Eastern sky at about 130 degrees from the horizon.",11/19/1998,,Acampo,-121.27445,38.17472
8/21/2020 20:05,Acton,CA,USA,Flash,10-20 seconds,Bluish/greenish light flashing on a white object traveling faster than any figher jet with no sound.,8/27/2020,,Acton,0.761002693,52.07072298
7/26/2013 0:53,Acton,CA,USA,Flash,10 minutes,5 consecutive flashes of light.,8/30/2013,,Acton,0.761002693,52.07072298
4/24/2008 16:45,Acton,CA,USA,Unknown,15 sec,Bad weather and overcast skies make a great place to test they're new toys,7/28/2010,,Acton,0.761002693,52.07072298
12/5/2005 19:40,Acton,CA,USA,Fireball,1 minute,"Driving north on 14 Freeway, 5 miles south of Escondido Drive, bright clear skies as I was driving north on the side of the mountain I",12/16/2005,,Acton,0.761002693,52.07072298
9/11/1999 22:16,Acton,CA,USA,Fireball,3 seconds,While driving westbound on I14 from Acton I saw green ball of light move across the sky from my upper left to my lower right view throu,10/2/1999,,Acton,0.761002693,52.07072298
1/15/1994 23:00,Acton,CA,USA,Unknown,30 mins,it was like they knew i was watching them.,1/31/2011,,Acton,0.761002693,52.07072298
8/15/1997 0:00,Acton (approx.),CA,USA,Oval,20-25 seconds,"Oblong, orange light in sky traveling at slow speed. White beam of light came down from orange light, then went back up into orange li",8/10/1999,,Acton,0.761002693,52.07072298
9/19/2008 23:20,Acton or Palmdale,CA,USA,Triangle,still out there,Bright object released 3 Red Triangle Shapes and they are now hovering,10/31/2008,,Acton,0.761002693,52.07072298
10/12/2003 0:00,Acton/Aqua Dulce,CA,USA,Circle,8-10seconds,BRIGHT RED OBJECT DECENDS/THEN TURN BRIGHT GREEN/BLUE AND SHOOTS OFF!,10/31/2003,,Acton,0.761002693,52.07072298
11/1/2022 20:15,Adelanto,CA,USA,Light,4-5 minutes,We were just looking at the start and then...,12/22/2022,,Adelanto,-117.4101,34.57922
8/30/2011 21:00,Adelanto,CA,USA,Light,1 minute,Bright light moving fast but not a shooting star,10/10/2011,,Adelanto,-117.4101,34.57922
1/17/2008 18:30,Adelanto,CA,USA,Triangle,30 min,very strange and it looked very like a UFO.,1/21/2008,,Adelanto,-117.4101,34.57922
3/14/2007 10:08,Adelanto,CA,USA,Unknown,ONGOING,JUST STATIONAIRY UP IN THE SKY FLASHING COLORED LIGHTS FOR OVER TEN MINUTES AND ONGOING.,4/27/2007,,Adelanto,-117.4101,34.57922
11/8/2003 7:00,Adelanto,CA,USA,Other,1 minute,"something drew my eyes to it, as I do not always look in that particular direction when walking on my walkway",11/26/2003,,Adelanto,-117.4101,34.57922
6/30/1984 6:40,Adelanto,CA,USA,Sphere,10 min,Saw a flashing light that turned out to be something perfectly round floating above the ground,10/31/2008,,Adelanto,-117.4101,34.57922
12/22/2017 17:35,Agoura Hills,CA,USA,Sphere,minutes,Two white orbs traveling SW over Santa Monica Mountains leaving large cloud plume which diffesed after 6 minutes. Photos available,1/12/2018,,Agoura Hills,-118.77812,34.14611
11/18/2017 1:50,Agoura Hills,CA,USA,Light,3 minutes,Bright shooting star shot across sky then froze just above Malibu Hills,5/9/2019,,Agoura Hills,-118.77812,34.14611
6/10/2016 18:10,Agoura Hills,CA,USA,Oval,10 seconds,I've spoken with you before. Wife shooting airplane and moon. Anomaly appeared in image 2 of 3 only. Facing west. Airplane probably ori,6/16/2016,,Agoura Hills,-118.77812,34.14611
10/5/2012 21:30,Agoura Hills,CA,USA,Fireball,3 minutes,"Intense bright white round light with purple blinking within it; darted up, down, sideways, circling around & repeated the motions.",10/30/2012,,Agoura Hills,-118.77812,34.14611
6/22/2008 3:00,Agoura Hills,CA,USA,Light,7-10 minutes,"Strong, pulsating light that changed colors from red to green to white. Object appeared stationery in sky",7/5/2008,,Agoura Hills,-118.77812,34.14611
9/11/2007 17:30,Agoura Hills,CA,USA,Disk,5 minutes,Saucer shape w/lghts around rim that were in a chasing pattern. Red light on top in the center.,10/8/2007,,Agoura Hills,-118.77812,34.14611
3/14/2006 18:45,Agoura Hills,CA,USA,Formation,10 seconds,"Three white dots flying across the sky in Agoura Hills, CA",5/15/2006,,Agoura Hills,-118.77812,34.14611
2/9/2005 16:30,Agoura Hills,CA,USA,Sphere,30 seconds,"Sphere traveling very high, and very fast from south to north over the 101 freeway heading over towards Oak Park. Gracefully curved lef",2/22/2005,,Agoura Hills,-118.77812,34.14611
11/1/2004 19:00,Agoura Hills,CA,USA,Light,1 minute,Two brilliant white lights hovered in the Southeast near Malibu Canyon and slowly faded at the same time,12/3/2004,,Agoura Hills,-118.77812,34.14611
4/1/2004 21:00,Agoura Hills,CA,USA,Disk,10 minutes,"ufo sighted with 6 kids in my car in Agoura Hills, CA @2004-2005?",7/31/2020,,Agoura Hills,-118.77812,34.14611
12/22/2005 19:10,Agua Dulce,CA,USA,Egg,3 seconds,"This is the second time in two weeks. Driving north on 14 Fwy, looked to right and saw an egg shape object fall from the sky. The",2/14/2006,,Agua Dulce,-94.14776,18.13761
9/13/2001 22:00,Agua Dulce,CA,USA,Light,45-50sec,"Object aproached along ridge, ascendded and vanished.",5/24/2005,,Agua Dulce,-94.14776,18.13761
12/5/2020 22:00,Aguanga,CA,USA,Triangle,3 minutes,"These 3 triangular shaped , slow moving, stealth like objects use engines to fly.",12/23/2020,,Aguanga,-116.86492,33.44267
7/16/2012 1:30,Aguanga,CA,USA,Other,15 seconds,I saw a bright light where none should have been and watched it disappear.,8/5/2012,,Aguanga,-116.86492,33.44267
8/6/2002 21:30,Ahwahnee,CA,USA,Light,4 min,Three lights in triangular formation,8/16/2002,,Ahwahnee,-119.7259,37.36602
9/1/1976 23:00,Ahwahnee,CA,USA,Fireball,2 minutes,Huge fireball hit and one big or three smaller crafts with blue lights came from where it hit the ground,3/11/2003,,Ahwahnee,-119.7259,37.36602
3/1/2022 20:30,Alameda,CA,USA,Light,Every night to date,Every night I see a large orange ball of light with 2 to 3 smaller blue balls of light.,5/31/2022,,Alameda,-122.24584,37.76707
8/22/2021 23:15,Alameda,CA,USA,Oval,2 minutos,Oval shaped craft with orange lights around red lights in a cross shape,9/7/2021,,Alameda,-122.24584,37.76707
6/8/2019 23:30,Alameda,CA,USA,Cigar,2 mins,Huge cigar shaped vehicle with big lights on each end.,6/20/2019,,Alameda,-122.24584,37.76707
11/23/2017 3:50,Alameda,CA,USA,Light,Split second,"Uncharacteristically bright light moving incredibly fast, in a straight, horizontal line, from S-Sw to N-NE",12/4/2017,,Alameda,-122.24584,37.76707
7/7/2016 0:40,Alameda,CA,USA,Unknown,1 minute (maybe more),Saw green flashing or lightning twice in a minute. I woke up and saw 2 flashes.,7/15/2016,,Alameda,-122.24584,37.76707
11/7/2015 18:00,Alameda,CA,USA,Light,2 minutes,I notice aircraft with green light aiming at its rear as it traveled N and upwards. ((NUFORC Note: U. S. Navy missile launch. PD)),11/19/2015,,Alameda,-122.24584,37.76707
1/27/2014 1:00,Alameda,CA,USA,Diamond,3-5 seconds,Bright white elongated diamond shape in night sky.,1/30/2014,,Alameda,-122.24584,37.76707
9/26/2013 20:55,Alameda,CA,USA,Unknown,2 minutes,Two red-lighted objects with red lights flowing down from them spotted over San Francisco Bay.,9/30/2013,,Alameda,-122.24584,37.76707
6/3/2012 22:03,Alameda,CA,USA,Formation,3 minutes,Triangular craft moves like leaf and later 3 multicolor fading lights form PERFECT triangle and turn counterclockwise,6/5/2012,,Alameda,-122.24584,37.76707
5/20/2012 8:35,Alameda,CA,USA,Cigar,10-15 seconds,Craft resembling a plane disappears in broad daylight.,5/29/2012,,Alameda,-122.24584,37.76707
5/8/2012 21:15,Alameda,CA,USA,Fireball,10 minutes,"Small orange ball of fire floating upwards in Alameda, Ca.",5/13/2012,,Alameda,-122.24584,37.76707
11/29/2011 17:00,Alameda,CA,USA,Changing,,I saw yellow lights being shifted around in to different shapes.,12/12/2011,,Alameda,-122.24584,37.76707
9/3/2010 20:15,Alameda,CA,USA,Circle,20mins,"Alameda Ufo , Was not listed on google sky ..",11/21/2010,,Alameda,-122.24584,37.76707
7/11/2010 16:10,Alameda,CA,USA,Circle,15 minutes,"A fleet of white circular UFOs over Alameda, CA.",7/19/2010,,Alameda,-122.24584,37.76707
8/12/2007 1:00,Alameda,CA,USA,Light,3 hours at least,I saw a single red light that never changed shape or color but moved in an unconventional fasion.,11/28/2007,,Alameda,-122.24584,37.76707
10/6/2004 20:30,Alameda,CA,USA,Light,3 minutes,Single object met up with two other objects and all 3 flew in formation. Unique strobe sequence.,10/27/2004,,Alameda,-122.24584,37.76707
10/13/2002 19:00,Alameda,CA,USA,Cylinder,4min,"At time stated my friend was leaving the apartment and noticed a strange scene in the sky, An object, very small moving across the sky",10/28/2002,,Alameda,-122.24584,37.76707
10/5/2002 23:00,Alameda,CA,USA,Light,7 seconds,stationary star moves,10/15/2002,,Alameda,-122.24584,37.76707
11/16/1999 20:50,Alameda,CA,USA,Chevron,5 seconds,a flying chevron with extremely white bright lights for about 5 seconds and it disapeared in clear sky while banking right,8/5/2001,,Alameda,-122.24584,37.76707
4/10/1980 19:50,Alameda,CA,USA,Fireball,5 min,"I had been moving in to our new apartment in Alameda, California. I was relaxing on the beach overlooking the San Francisco Bay south o",8/16/2002,,Alameda,-122.24584,37.76707
6/1/1979 18:00,Alameda,CA,USA,Disk,three minutes,This is a very delayed report: While stationed at the Alameda Naval air station in California. It was I believe early in 1979 when thei,1/28/1999,,Alameda,-122.24584,37.76707
11/15/1962 14:00,Alameda,CA,USA,,30 min,Ufo Collision with Marine Corp Fighter,11/30/1999,,Alameda,-122.24584,37.76707
2/14/2020 22:00,Alamo,CA,USA,Circle,~1 hour,"Noticed a light hovering too bright too low to be a star , filmed object for app.5 mins zoomed in appeared to be a spinning bluish ligh",4/9/2020,,Alamo,-98.12318,26.18387
6/25/2014 22:54,Alamo,CA,USA,Other,1 minute,Oval shape close to the ground in residential area,6/27/2014,,Alamo,-98.12318,26.18387
12/8/2007 5:45,Alamo,CA,USA,Formation,10 minutes or more,"UFOs hovered in low-lying clouds near my apartment this December! this sounds crazy, but I SAW THEM!!!",3/4/2008,,Alamo,-98.12318,26.18387
11/3/2018 19:05,Alamo/Moraga,CA,USA,,Unknown,Swirling light.,10/4/2019,,Alamo,-98.12318,26.18387
5/19/2003 21:30,Albany,CA,USA,Chevron,20-30 seconds,Chevron shaped aircraft spoted over Albany California again,5/27/2003,,Albany,-73.75521,42.65155
5/7/2002 20:55,Albany,CA,USA,Chevron,30-45 seconds,Silent chevron shaped craft flying low over Northern California,4/22/2003,,Albany,-73.75521,42.65155
6/7/1995 21:00,Albany,CA,USA,,2 min.,"Man observes bizarre, rectangular obj. ""w/ barber poles w/ bulbs on the ends"" sticking out of opposite ends.",11/2/1999,,Albany,-73.75521,42.65155
6/30/1957 21:00,Albany,CA,USA,Circle,~1 minute,"What looked like a moving star and a stationary star seemed to collide, whereupon the stationary star also began to move.",8/30/2013,,Albany,-73.75521,42.65155
6/22/2003 22:00,Alexander Valley (Sonoma Co.),CA,USA,Circle,10 minutes,Observed a balled shaped craft hovering above the ground 500 feet high. It had a ring around the lower half of craft with a spot light.,9/2/2005,,Alexander Valley,-105.67613,35.60837
4/16/2020 21:00,Alhambra,CA,USA,Circle,20 minutes,We had seen one fairly large looking star turning red and white. ((Starlink satellites?)),6/25/2020,,Alhambra,-118.12778,34.09442
3/29/2020 8:45,Alhambra,CA,USA,Formation,30 seconds,Set of 3 lights flying close together accompanied by 2 sing lights almost flying in unison.,6/25/2020,,Alhambra,-118.12778,34.09442
11/1/2019 0:50,Alhambra,CA,USA,Flash,0.2,"I was traveling Eastbound on I-10 in through the city of Alhambra, when by two friends and I saw an extremely bright flash. When we loo",12/1/2019,,Alhambra,-118.12778,34.09442
10/15/2017 1:15,Alhambra,CA,USA,Changing,3 minutes,"Bright orange ball from NE to SW, transforming itself to a boomerang shape",10/19/2017,,Alhambra,-118.12778,34.09442
7/18/2017 20:30,Alhambra,CA,USA,Circle,,Red light hovering in Alhambra.,7/23/2017,,Alhambra,-118.12778,34.09442
3/22/2013 3:00,Alhambra,CA,USA,Light,2-3 second,Blue/green light appear in the sky.,5/15/2013,,Alhambra,-118.12778,34.09442
3/14/2011 12:00,Alhambra,CA,USA,Fireball,1 min,It was round and highlighted green with an outer light green layer. Weasel it up close then disappear n within 2 seconds it appeard in,3/23/2011,,Alhambra,-118.12778,34.09442
5/18/2009 12:45,Alhambra,CA,USA,Flash,5 seconds,"bright light lit up Alhambra, CA 12:45am, so bright that all street lights turn off",6/9/2009,,Alhambra,-118.12778,34.09442
3/25/2006 3:50,Alhambra,CA,USA,Fireball,4-5 seconds,"Bright flash of light and streak of light over Alhambra, CA",5/15/2006,,Alhambra,-118.12778,34.09442
10/10/2003 12:00,Alhambra,CA,USA,Oval,5 min,3 Black ovals in the sky and a floating movie camera,1/17/2004,,Alhambra,-118.12778,34.09442
8/30/2003 23:00,Alhambra,CA,USA,Light,2 minutes,"I heard many stories ,but this time I witnessed it.",9/4/2003,,Alhambra,-118.12778,34.09442
10/4/2002 19:10,Alhambra,CA,USA,Triangle,2minutes,UFO Sighting near Los Angeles,11/9/2002,,Alhambra,-118.12778,34.09442
5/13/2002 13:45,Alhambra,CA,USA,Other,2 min.,This craft was NOT unidentified. It was in fact a P-2 Orion used primarily as an electronic intelligence gathering craft. What I fo,6/12/2002,,Alhambra,-118.12778,34.09442
11/17/2000 22:16,Alhambra,CA,USA,Other,7 seconds,"v-shaped formation 25-30 craft very high, very fast.",12/2/2000,,Alhambra,-118.12778,34.09442
10/2/1999 1:45,Alhambra,CA,USA,Light,3 seconds,Luminous green object seen in slow descent before winking out.,10/19/1999,,Alhambra,-118.12778,34.09442
9/15/1977 13:44,Alhambra,CA,USA,Disk,10-20 min,People of Earth; unite and love each other,10/30/2006,,Alhambra,-118.12778,34.09442
3/2/2000 13:00,Alhambra Golf Course,CA,USA,Formation,2 hours,"While golfing I and six others observed a single round solid object in n/e sky. It broke into 3 objects smaller than the 1st, then form",4/15/2000,,Alhambra,-118.12778,34.09442
9/26/2019 21:54,Aliso Viejo,CA,USA,Unknown,1 minute,Circular white lights.,10/4/2019,,Aliso Viejo,-117.72682,33.56964
1/31/2018 18:00,Aliso Viejo,CA,USA,Sphere,5 minutes,((HOAX??)) Sphere ufo with white light beam abduction attempt.,2/16/2018,,Aliso Viejo,-117.72682,33.56964
3/14/2017 23:50,Aliso Viejo,CA,USA,Light,30 minutes,"6 orange ""orb-ish"" lights in Aliso Viejo.",3/17/2017,,Aliso Viejo,-117.72682,33.56964
12/25/2016 18:00,Aliso Viejo,CA,USA,Circle,6 minutes,"Glowing lights on Christmas night, Aliso Viejo Ca. ((anonymous report))",12/30/2016,,Aliso Viejo,-117.72682,33.56964
7/28/2016 6:18,Aliso Viejo,CA,USA,Triangle,45 seconds,"Pacific Park to Aliso Creek saw three yellow, orange lights. In triangular formation the two lower lights jones the brighter,larger ape",8/2/2016,,Aliso Viejo,-117.72682,33.56964
12/12/2015 0:00,Aliso Viejo,CA,USA,Circle,15 minutes,Red light in the sky hovering over my truck.,1/29/2016,,Aliso Viejo,-117.72682,33.56964
11/7/2015 18:00,Aliso Viejo,CA,USA,Circle,2 minutes,Witnessed a blue streaking light. It stopped and burst into a round glowing light. ((NUFORC Note: U. S. Navy missile launch. PD)),11/19/2015,,Aliso Viejo,-117.72682,33.56964
8/25/2014 22:11,Aliso Viejo,CA,USA,Fireball,30 minutes,Reappearing and disappearing orange lights.,8/29/2014,,Aliso Viejo,-117.72682,33.56964
8/17/2012 21:34,Aliso Viejo,CA,USA,Fireball,30 seconds,"Fireball approaching earth, changing direction and disappearing into the clouds.",8/19/2012,,Aliso Viejo,-117.72682,33.56964
2/3/2011 19:12,Aliso Viejo,CA,USA,Light,more than 30 minutes,"Bright, moving cluster of lights above South Orange County",2/8/2011,,Aliso Viejo,-117.72682,33.56964
8/25/2009 21:45,Aliso Viejo,CA,USA,Light,Hours,"A very bright white light moving slowly West from the South, South East of Aliso Viejo California.",8/27/2009,,Aliso Viejo,-117.72682,33.56964
8/27/2007 21:00,Aliso Viejo,CA,USA,Disk,20 minutes,Oval-shaped circle of very bright lights hovering and gliding from sided to side laterally in the sky over Aliso Viejo,10/8/2007,,Aliso Viejo,-117.72682,33.56964
12/27/2006 21:15,Aliso Viejo,CA,USA,Circle,2 min,round object hovering over city with upper and lower row of lights,2/1/2007,,Aliso Viejo,-117.72682,33.56964
1/4/2006 22:50,Aliso Viejo,CA,USA,Other,20 sec,"Aliso Viejo, CA 1/6/06 10:50pm square shape in sky w/ dim lights in corners flying erratically all directions above neighborhoods.",2/14/2006,,Aliso Viejo,-117.72682,33.56964
8/27/2005 21:45,Aliso Viejo,CA,USA,Cylinder,3-4 min,A silver-white cylinder with detached bright yellow light right underneath seen hovering 1000 feet up and sped up noislessly.,10/11/2005,,Aliso Viejo,-117.72682,33.56964
1/29/2001 12:35,Aliso Viejo,CA,USA,Triangle,1.5 MIN.,THESE OBJECTS APPERRED OVER ALISO VIEJO CA JUST 10 MIN. AGO. THEY WERE SILET AND LOOKED LIKE FLOATING HOUSES AND THEN THE 3 OF THEM SHO,2/18/2001,,Aliso Viejo,-117.72682,33.56964
11/7/2015 19:00,All over,CA,USA,Light,1 hour,"Light shining, all over California, Nevada, and Arizona. ((NUFORC Note: U. S. Navy missile launch. PD))",11/19/2015,,Allendale,-85.94399,42.97224
2/28/2008 22:00,Allendale,CA,USA,Triangle,30 mins,"3 Triangle ufos over Allendale, Ca ((NUFORC Note: Student report. Possible hoax, we wonder. PD))",3/4/2008,,Alpaugh,-119.48667,35.88767
7/27/2016 21:30,Alpaugh,CA,USA,Changing,3-5 minutes,I took pics . it changed from a round shape with many points to a round gas like appearance. ((NUFORC Note: Space debris. PD)),8/2/2016,,Alpine,-116.75239,32.83466
6/27/2013 23:55,Alpine,CA,USA,Other,30 seconds,Football shaped object w/no lights being chased by a helicopter.,7/3/2013,,Alpine,-116.75239,32.83466
8/14/2011 16:50,Alpine,CA,USA,Other,5 minuts,"Red and silver ball seen over mountain town of Alpine, CA.",12/12/2011,,Alpine,-116.75239,32.83466
1/3/2005 0:35,Alpine,CA,USA,Light,20 min,cluster of 5 circular white lights,1/11/2005,,Alpine,-116.75239,32.83466
4/27/2001 23:00,Alpine,CA,USA,Triangle,5 seconds,"Sighted a triangle object, dark moving at a tremendous speed, silently out of sight past the horizon in 5 seconds.",4/28/2001,,Alpine,-116.75239,32.83466
6/14/1982 10:00,Alpine (Highway 395),CA,USA,Light,5-25 min,"The siting is parallels area 51 in Nevada, the elevation abpove sea leval is significantly greater alt. than Area 51.",4/1/2001,,Alta Loma,-95.10576,29.37801
8/6/2020 23:00,Alta Loma,CA,USA,Light,15 seconds,"Was standing in my backyard, looked to the southern sky and saw what looked like a red star. A small light, looked far off woth a red h",8/20/2020,,Alta Loma,-95.10576,29.37801
3/19/2020 22:11,Alta Loma,CA,USA,Light,10 minutes,Blue light stationary then moves out of sight to NE,5/15/2020,,Alta Loma,-95.10576,29.37801
10/8/2019 10:45,Alta Loma,CA,USA,Unknown,20 seconds,UFO Squadron flying in two triangle formations at high altitudes.,12/1/2019,,Alta Loma,-95.10576,29.37801
1/8/2014 21:00,Alta Loma,CA,USA,Circle,5 minutes,3 Bright Orange Lights forming triangle.,1/10/2014,,Alta Loma,-95.10576,29.37801
6/3/2009 3:00,Alta Loma,CA,USA,Unknown,1 minute,Weird sound over Rancho Cucamonga,6/9/2009,,Alta Loma,-95.10576,29.37801
12/24/2007 1:49,Alta Loma,CA,USA,Circle,100 seconds,UFO below the Moon from California,3/4/2008,,Alta Loma,-95.10576,29.37801
9/10/1997 19:00,Alta Loma,CA,USA,Circle,60 minutes +,Very bright circular object about 1500 to 2000 above ground level very slowly moving to the southwest.,1/28/1999,,Altadena,-118.13152,34.18556
1/14/2021 10:00,Altadena,CA,USA,Changing,52:00:00,Shape Changing Orbs and Glowing Cigars over JPL and Wilson observatory,1/19/2021,,Altadena,-118.13152,34.18556
4/16/2020 20:30,Altadena,CA,USA,Light,1 hour,Witnessed a total of 51 unidentified flying objects (single distant unblinking lights. ((Starlink satellites?)),6/25/2020,,Altadena,-118.13152,34.18556
11/20/2018 20:15,Altadena,CA,USA,Other,10 minutes,"A series of bright orange lights appeared in a line, floated up and disappeared near Pasadena, CA. ((NUFORC Note: Parachutists?? PD))",11/24/2018,,Altadena,-118.13152,34.18556
9/11/2014 5:30,Altadena,CA,USA,Sphere,4 minutes,Bright white light sphere with lights emitting down and covered in a haze.,9/18/2014,,Altadena,-118.13152,34.18556
4/1/2012 19:52,Altadena,CA,USA,Oval,8 minutes,"Yes, I appreciate that today is April 1. However, I would find it difficult to explain what I saw this evening as an April fools joke.",4/18/2012,,Altadena,-118.13152,34.18556
7/4/2005 20:00,Altadena,CA,USA,Light,2 minutes,Moving light stops in mid-flight then vanishes,7/16/2006,,Altadena,-118.13152,34.18556
8/11/2003 13:47,Altadena,CA,USA,Triangle,25-30 sec,"Stationary Black Triangle over Southern California Near JPL, spotted by 2 witnesses. 20-30 seconds.",8/28/2003,,Altadena,-118.13152,34.18556
8/29/2006 22:00,Alturas,CA,USA,Light,Approxamatly 2 minutes,Three lights appear in the Modoc County skies.,10/30/2006,,Alturas,-120.54261,41.49432
3/7/2005 20:00,Alturas,CA,USA,Triangle,20 minutes,Newspaper Article to March 7th Sighting,5/11/2005,,Alturas,-120.54261,41.49432
3/7/2005 20:00,Alturas,CA,USA,Triangle,30 Minutes,"This is clearly happening here and to quote Mr. Holloway.... ""There are UFO's in Modoc County.""",5/11/2005,,Alturas,-120.54261,41.49432
9/1/1999 21:30,Alturas,CA,USA,,1 min.,"Group of bright lights (varied colors,green, yel.), ea. had tail, broader & shorter than comet.NW/SE like a jet would fly, not like met",9/12/1999,,Alturas,-120.54261,41.49432
9/1/1999 21:30,Alturas,CA,USA,Formation,20 seconds,bright lights in formation traveling south to north,9/12/1999,,Alturas,-120.54261,41.49432
1/15/1997 18:30,Alturas,CA,USA,Disk,3 Minutes,"pink/reddish glow with a gray round craft there was only one. It swayed back and forth and dissappeared. Jan. 15, 1997 approx. 5:30p",8/5/2001,,Alturas,-120.54261,41.49432
9/18/1995 4:10,Alturas,CA,USA,,,"Two brothers pull off highway to rest during all-night drive. One remembers experiencing strange, sharp buzzing sound; confused.",11/2/1999,,Alturas,-120.54261,41.49432
7/26/2010 21:30,Amboy,CA,USA,Other,5-7min,((HOAX??)) 10 spacecraft and the wormhole that they came out of somewhere over amboy ca. 7/26/10 9.or 9.30pm.,2/8/2011,,Amboy,-89.32941,41.71482
3/12/2009 0:25,Amboy,CA,USA,Light,about 5-10 minutes,"4 lights in diamond shaped formation hovering in the california desert, then dissapearing.",8/5/2009,,Amboy,-89.32941,41.71482
1/29/2006 19:00,Amboy,CA,USA,Cigar,1 min,"driving in the desert saw lights moving rapidly, and saw the craft on the ground.",2/14/2006,,Amboy,-89.32941,41.71482
11/29/2016 22:27,American Canyon,CA,USA,Triangle,3 minutes,"I observed a large object flying in the night sky. It was loud and flying slow, but changed direction.",12/5/2016,,American Canyon,-122.25277,38.16805
11/28/2016 19:00,American Canyon,CA,USA,Chevron,10 minutes,This was a very large objuect in the sky and other autos stopped to check it out. I stopped in the middle of the road.,12/5/2016,,American Canyon,-122.25277,38.16805
1/18/2011 10:36,American Canyon,CA,USA,Changing,,strange craft over american canyon california. 2 bright and 4 or 5 white lights.,1/31/2011,,American Canyon,-122.25277,38.16805
3/15/2006,American Canyon,CA,USA,Cylinder,5 min,"coming home from work one day in march. i pulled into my mother's mobil home park, in american canyon ca. came around the corner, and",2/24/2007,,American Canyon,-122.25277,38.16805
2/22/2003 23:30,American Canyon,CA,USA,Circle,,"There were two crafts miles from each other.The first one we saw would stop and go,stop and go. Suddenly we saw a second craft it just",3/11/2003,,American Canyon,-122.25277,38.16805
6/1/1997 10:00,American Canyon,CA,USA,Triangle,1 MIN,I SAW A TRIANGULAR SHAPED CRAFT AND I SAW INSIDE OF IT.,2/22/2002,,American Canyon,-122.25277,38.16805
11/14/1995 18:30,American Canyon,CA,USA,,30 min.,"Woman and daughter witness w/ binoculars 2 strange lights in sky. Flashing white, red, green. (Not inconsistent w/ twinkling star.)",11/2/1999,,American Canyon,-122.25277,38.16805
6/1/2016 22:00,Amsterdam,CA,USA,Egg,2 minutes,I noticed an egg shaped deep orange glowing object close above me in the sky.,8/20/2020,,Amsterdam,4.90788,52.36993
12/10/2020 1:00,Anaheim,CA,USA,Other,10 seconds,Black cube seen from 100 meters. Clear 3D object,12/23/2020,,Anaheim,-117.91524,33.83286
11/20/2020 0:19,Anaheim,CA,USA,Fireball,Less than 10 seconds,I am a security guard on duty overnight and tonight I was on duty sitting in my patrol car with my seat slightly reclined and my phone,12/23/2020,,Anaheim,-117.91524,33.83286
6/24/2020 19:09,Anaheim,CA,USA,Light,8-10 minutes,"Bright Blue/White Orb Hovers Over Anaheim, CA",7/3/2020,,Anaheim,-117.91524,33.83286
12/10/2019 18:23,Anaheim,CA,USA,Circle,5 minutes,Red Orange Ball of Light,12/19/2019,,Anaheim,-117.91524,33.83286
10/24/2019 18:45,Anaheim,CA,USA,Egg,20-30 seconds,Low flying/hovering egg shaped object seen in southern california w/video.,12/1/2019,,Anaheim,-117.91524,33.83286
9/11/2019 15:30,Anaheim,CA,USA,Circle,4 minutes,"I was getting out of my car. I was on the phone with my husband, and I looked up to see about six spheres flying in a clump, they were",9/12/2019,,Anaheim,-117.91524,33.83286
7/15/2019 22:05,Anaheim,CA,USA,Triangle,5 minutes,Objects form triangle shape over street in Anaheim,7/25/2019,,Anaheim,-117.91524,33.83286
12/19/2018 20:15,Anaheim,CA,USA,Unknown,20 seconds,12/19/2018 Anaheim Ca 20 seconds 2 red lights with helicopter chasing moving very fast. seen by 4 people 12/20/2018,1/4/2019,,Anaheim,-117.91524,33.83286
11/12/2018 19:40,Anaheim,CA,USA,Other,2 minutes,Rod Shaped UFO. ((anonymous report)),11/24/2018,,Anaheim,-117.91524,33.83286
10/25/2018 17:00,Anaheim,CA,USA,Diamond,0.1,"Approximately 9 or so triangular shaped craft, moving and then disappearing",12/1/2019,,Anaheim,-117.91524,33.83286
9/16/2018 15:00,Anaheim,CA,USA,Circle,10 minutes,Ten spheres in sky. ((anonymous report)),9/27/2018,,Anaheim,-117.91524,33.83286
11/19/2017 2:39,Anaheim,CA,USA,Oval,Slowly,"Oblong,shape with lights moving slowly across the sky at times it just sets there",11/22/2017,,Anaheim,-117.91524,33.83286
